hospital,content
е░┬хд·┬х╢Eй╥,з┌н╠ж│еHдU└u┤f▒Mо╫.│геiл╚╗sд╞│с>>
е░┬хд·┬х╢Eй╥,"б╣дf╕Oм█╢╟б╣
FBй╬Googleжa╣╧й▒оaжnдf╕Oпdие+дн┴√мP╡√╗∙:
жnдf╕Oпdие.еi╝Wе[│Xл╚лHд▀йM┴╩╢R╖N─@│с!
>е╤50жьеx╞W╣┘жё└░▒zк║FBй╬GOOGLEжa╣╧й▒оa(жnдf╕Oпdие.д@дHд@лh)и├╡╣дн┴√мP╡√╗∙.
пdиед║оeе╤╢Qд╜еq┤ги╤й╬е╤з┌н╠╣╬╢д░Q╜╫д║оeлсе¤┼¤▒z╝fо╓
└u┤f╗∙"
е░┬хд·┬х╢Eй╥,"б╣й█░]╢i─_б╣
п╗╡╖╢Vжh.ин╗∙╢V░к!
FB╝Wе[5000н╙╞gб]п╗╡╖б^+50дHжnдf╕Oпdие+дн┴√мP╡√╗∙
└u┤f╗∙"
е░┬хд·┬х╢Eй╥,"б╣╖sоЎ╖L│╒б╣
╢iнxдj│░ел│їк║│╠и╬зQ╛╣!
│z╣L╖L│╒┤Nпр▒╡и№дj│░дj╡знq│ц.еx╞Wжёдт┬з.╞[е·╖~.жUй▒оaк║д@нPк╓йw!
╖L│╒╝Wе[10000н╙╞gб]п╗╡╖б^
└u┤f╗∙"
е░┬хд·┬х╢Eй╥,"б╣е·и~е|оgб╣
YOU TUBE╝vд∙╞[м▌дH╝╞з╓│t╝Wе[:
╝Wе[10000дH╞[м▌ж╕╝╞.дHоЁдj├z╝W!
└u┤f╗∙"
е░┬хд·┬х╢Eй╥,"б╣кс╢}┤I╢Qб╣
YouTubeб]╝vд∙б^╗sз@жц╛P▒Mо╫бG
1.е╤м№дkй╬л╙нЇ║Їмї└░▒zк║▓гл~йч─с.
╣╬╢д└░▒z╗sз@жи╢WдHоЁк║л┼╢╟╡uд∙
2.╝vд∙╞[м▌дH╝╞╜─иь10000дH
└u┤f╗∙(╡°н╙о╫│°╗∙)"
е░┬хд·┬х╢Eй╥,"б╣║ЇмїиьзAоa.╖~┴Zд@йwи╬б╣
дTжьм№дkй╬л╙нЇ║Їмїиьй▒к╜╝╜+дTжь│б╕ил╚(▒M╖~╝gдт)
иь▒zй▒╕╠к╜╝╜+л┼╢╟.
└u┤f╗∙"
е░┬хд·┬х╢Eй╥,└Ї╣╥л▄╛у╝фбA╢Eй╥к┼╢бл▄╝e┤п_дг╖|ж│└гнв╖PбC┬хоv│гл▄┐╦д┴бCж╙еB╢Eй╥│]нp│гмO┐Wе▀жбк┼╢бнC_пuк║┴┘╞ZлO┼@пfдHк║┴Їиp┼vнЄ_
е░┬хд·┬х╢Eй╥,╡ел▌░╧╡╬╛AбA┬х└°кA░╚жnбC
е░┬хд·┬х╢Eй╥,л▄▓╙д▀дS▒M╖~бA└Ї╣╥жnбA╢}д▀лnоrж││o╗Єжnк║д·┬х╢Eй╥
е░┬хд·┬х╢Eй╥,"ж]м░д·╛ж╡hе┤╣q╕▄╣wм∙.ж]м░╣wм∙║бдF.еuпр▓{│ї╡ен╘.▒▀дWдK┬I╡елJ.дгиь10д└─┴к║о╔╢б┤N╜№иьз┌дF.ж]м░з┌дuз@дQд└к║жг╕LиSж│┐ькkйw┤┴м~д·бIж╢░|к°дг┬_жa╢√▒єз┌к║д·╛жж│жh┼╝.й╥еHз┌┤N░▌дF░|к°╗би║з┌д╡д╤мOз_еiеHм~д·╢▄бHеL╗бж]м░м~д·╗▌нnд@┬Iо╔╢б.ж╙еB▓{жbеLн╠дw╕gз╓е┤пLдF╡Lкk└░з┌м~д·.│o╝╦┤N║тдFбI
╡▓кGеL└░з┌╡y╖L▓M╝фд·╛жк║о╔н╘з╣е■иSж│е╬╛B╕nзтз┌к║┴y╗\╡█.╡▓кGз┌║б┴y╝Qк║мOдЇ.з┌дгк╛╣Dд@н╙│o╗Є░кп┼╛у╝фк║д·┬х╢Eй╥.│║╡MмO│o╝╦╣ял▌еLк║пf▒w.з┌┬ў╢}к║о╔н╘дгиь8:30.╢Eй╥╕╠н▒дw╕gиSж│╡ел▌к║пf▒w.ж¤мOж╢░|к°┤NмOдг─@╖N└░з┌м~д·.еЁ╢Eо╔╢бм░▒▀дWдE┬I.з┌пuк║дг─@╖Nжbил╢i│o╢бд·┬х╢Eй╥."
е░┬хд·┬х╢Eй╥,л▄ж│д▀к║д·┬х╢Eй╥бZ
е░┬хд·┬х╢Eй╥,йё├P дг║Є▒i л▄─м┤Є
кFкLд·┬х╢Eй╥,лD▒`┐╦д┴бB▒M╖~
кFкLд·┬х╢Eй╥,╛ун╙╣╬╢д│гл▄▒M╖~бA╞g
▒ыижм№╛╟д·┬х╢Eй╥,┴┬┴┬┐c┬хоv▓╙д▀╖┼мXдSл╒└qбA┬d┬iдpйj╣яз┌к║░▌├Dд]│гпр╕╘▓╙╕╤╡кбC
▒ыижм№╛╟д·┬х╢Eй╥,┬хе═йM┼@дh│гл▄┐╦д┴бA│sз┌н╠оaдT╖│дpл─│г╖R
▒ыижм№╛╟д·┬х╢Eй╥,д╡д╤▓─д@ж╕еhбAж]м░нш╖hеhлnоr╕Їдг╝ЇбA┬d┬iдpйjл▄╝Ўд▀к║е┤╣q╕▄╕Єз┌╗блч╗ЄилбAм▌╢Eо╔┬хе═д]л▄┐╦д┴бAдг╖|л▄╡hбAж╙еB╢Eй╥╕╠н▒жnн╗бAз┌╛ун╙дHл▄йё├PбAлв ┴`дзмOн╙л▄жnк║м▌╢E╕g┼ч^^
▒ыижм№╛╟д·┬х╢Eй╥,кA░╚┐╦д┴бA┬х│NжnбAдj▒└кЇ┬хоv!!
▒ыижм№╛╟д·┬х╢Eй╥,ншй▐з╣2┴√д·бA┴Ў╡Mл▄╡hбAж¤мOз┌д@йwнnдWи╙╗б░|к°пuк║ж│┬х╝wбAоч╢щд╙жh▒e┬хдFбA╣L╡{дгжh╗ббA┤NмOе╬д▀┤N╣ядF!еiеH┼¤з┌╣Lн╙жnж~бA┴┬┴┬░|к°!
▒ыижм№╛╟д·┬х╢Eй╥,╖sж~з╓╝╓бAдjоaи╙м▌д·╛ж
▒ыижм№╛╟д·┬х╢Eй╥,╞g_┬d┬iдHн√кA░╚жnбI
▒ыижм№╛╟д·┬х╢Eй╥,"╢└░|к°лD▒`┐╦йMж│н@д▀бZ
╢Eй╥└Ї╣╥░о▓b╖┼─╔бAдpйjн╠│гл▄┐╦д┴бZ"
▒ыижм№╛╟д·┬х╢Eй╥,┬хоv┤╙д·з▐│N╞gбA┼@дh┐╦д┴бC
▒ыижм№╛╟д·┬х╢Eй╥,▓─дGж╕╡╣кЇ┬хоvм▌д·╛жбA┴┬┴┬┬хе═и√и√│o╗Єж│н@д▀бA┼@дhк№л╝д]╢Wжnк║бA│Eд·╕╔жnдFбAеiеHжnжnжYкFжш┼o!!
▒ыижм№╛╟д·┬х╢Eй╥,▒M╖~д·мьддд▀бAи╙м▌д·йPкvжnжn
▒ыижм№╛╟д·┬х╢Eй╥,"▓─д@ж╕▒aирдlиь▒ыижм▌д·,д]мOз┌н╠▓─д@ж╕еh▒ыиж,зf┬хоvдHлD▒`┐╦д┴,┴┘╖|╕ЄеL▓сд╤╢}к▒п║!!ирдl▓╫йєдгй╚м▌д·┬х┤▒ж█дvзддF,д·зU╣ядpл─д]л▄д═╡╜,╖Pи№иьирдlл▄║Є▒i,дт┴┘йчирдlк║┬∙дтжw╝╛еL,пuк║─▒▒oл▄║█д▀зr!! еHлсжAд]дге╬╢]еxе_м▌д·┬хдF^^"
▒ыижм№╛╟д·┬х╢Eй╥,д╡д╤и╙└╦мdд·╛жбA╡o▓{ж││Eд·йOбIбI┬хе═жbкv└°╣L╡{дд│г╖|е¤зiк╛бA╕╔з╣д·лсбAжn╢}д▀░┌бIкv└°╣L╡{дд┼¤з┌л▄╗┤├P__
▒ыижм№╛╟д·┬х╢Eй╥,кA░╚╞gбI
▒ыижм№╛╟д·┬х╢Eй╥,е╗ин╢╖н▒╣ял▄жhдгжPдH╕sбA╖Qнn┬\▓ц╢└кOд·бAйємO░╡дFзNе·м№е╒бAд@дpо╔┤Nеi┼▄е╒бAд]иSж│▒╙╖PбA╗∙оц┴┘дёифеLоa└u┤f_
▒ыижм№╛╟д·┬х╢Eй╥,л▄┤╬к║д·┬х╢Eй╥бAл▄╢Kд▀бI
▒ыижм№╛╟д·┬х╢Eй╥,пuк║л▄зQо`л▄▒M╖~бA┼@▓zдHн√л▄╢Kд▀┐╦д┴
▒ыижм№╛╟д·┬х╢Eй╥,"жbоaк■кёлKзQ~кA░╚дг┐∙
┴┘╖|▓╙д▀┴┐╕╤з┌┤геXк║░▌├D"
▒ыижм№╛╟д·┬х╢Eй╥,┬хе═л▄ж│н@д▀~~лnоr▒└┬╦
▒ыижм№╛╟д·┬х╢Eй╥,ж│д·╛ж│▒╝v_з╣бBд╡д╤з┌▒aдpкBд═и╙│oм▌бAз┌д]м▌бA│o╕╠к║┼@дh│г╞Z┐╦д┴к║
▒ыижм№╛╟д·┬х╢Eй╥,┐╦д┴кA░╚л▄╢Kд▀е╬д▀
▒ыижм№╛╟д·┬х╢Eй╥,│z╣LlineеiеH┼¤пf▒w╣wм∙▒╛╕╣╕Єдf╡─┐╘╕▀бA─▒▒oлD▒`лKзQбA┬dеxкA░╚дHн√д]л▄з╓│tк║ж^┬╨и├╕╤иMз┌к║░▌├DбAпuмOж│░ўе╬д▀к║╢Eй╥!
▒ыижм№╛╟д·┬х╢Eй╥,┬хе═▒M╖~▓╙д▀
▒ыижм№╛╟д·┬х╢Eй╥,кA░╚┐╦д┴_
▒ыижм№╛╟д·┬х╢Eй╥,п║░_и╙┼SеXд·┼iпuк║мO─▒▒oлD▒`зx┬ZбAмdдFлnоrжa░╧к║╢Eй╥│]│╞д╬╡√╗∙бA┐╘╕▀лсл▄йёд▀к║░╡дFдЇ╣pоgд·лa╝Wк°│NбAз╣е■дге╬┴_д]дгд╙╖|╡hбAлси╙│s├─д]иSжYбAньи╙╕╤иM╖Lп║д·┼iи├дг├°бA╕Єз┌д@╝╦ж││o║╪зx┬Zк║д]еiеHеh┐╘╕▀м▌м▌_
▒ыижм№╛╟д·┬х╢Eй╥,пuк║л▄╖P┴┬╣∙┬хоv▓╙д▀└░з┌╢qине┤│yн╙дHк║┴Bе┐нp╡eбA╣L╡{ддд~к╛╣Dньи╙и·╝╥╖╙м█╕Є░╡└╔о╫нnкс▒╝┬хоvи║╗Єжhо╔╢ббAж╙еB┴┘л▄ж│н@д▀д└кR╡╣з┌┼ебA╛ж├E┴Bе┐к║▒Mмь┬хоv┼¤з┌л▄йёд▀зте╝и╙к°╣Fитж~к║┴Bе┐ец╡╣▒ыиж!
▒ыижм№╛╟д·┬х╢Eй╥,кA░╚┐╦д┴бI
▒ыижм№╛╟д·┬х╢Eй╥,л▄┤╬о@┬х└°╣╬╢ддг┐∙зr~
▒ыижм№╛╟д·┬х╢Eй╥,м░дFд@┴√п╩д·╢]и╙дTж╕┤╙д·┐╘╕▀бAж¤еLн╠┴┘мOдг╣╜иф╖╨к║ж^╡кз┌жU║╪░▌├D┼¤з┌дQд└╖P┐EбA╩╪╩╫дгжwк║д▀▓╫йє╜ёдW┤╙д·к║╕ЇбA╕g╣Lднн╙дык║┤┴╢ббAдSеi╢}д▀▒oдjп║дF_
▒ыижм№╛╟д·┬х╢Eй╥,ж]м░│Eд·к║м}пuк║л▄дj╕╔╣LдS▒╝дFбA┬хоvл╪─│з┌еiеHж╥╝{░╡3D╛ж└JбAжPо╔д]еiеHдге╬┐i▒╝╛у┴√д·╛жбAи╙╢Eй╥итж╕┤Nз╣жидFбAе~╞[м▌░_и╙пuк║ж█╡M_
▒ыижм№╛╟д·┬х╢Eй╥,╜ё╢i╢Eй╥пuк║мO─▒▒o╕ЄзOоa╢Eй╥л▄дгд@╝╦бA╕╦цCл▄║}лG┴┘ж│├└│Nкo╡eеiкY╜рбAж█инк║кv└°╕g┼чмO┬хоvжbзP┬_пfж]╗Pкv└°пuк║мOз╓ л▄ ╖╟!
▒ыижм№╛╟д·┬х╢Eй╥,╢░жXдFжUмьк║▒Mмь┬хоvбA└Ї╣╥дS╡╬╛A╖┼─╔бAнл┬I┴┘ж│3D┬_╝h▒╜┤yд╬╣pоg│]│╞бAж│д·╛ж░▌├Dеiйёд▀жb│o├фкv└°бAдге╬жA╢]дj┬х░|дF_
▒ыижм№╛╟д·┬х╢Eй╥,е╗ин╢╖н▒╣ял▄жhдгжPдH╕sбA╖Qнn┬\▓ц╢└кOд·бAйємO░╡дFзNе·м№е╒бAд@дpо╔┤Nеi┼▄е╒бAд]иSж│▒╙╖PбA╗∙оц┴┘дёифеLоa└u┤f_
▒ыижм№╛╟д·┬х╢Eй╥,дpкBд═л▄й╚м▌д·╛жбA┴┘жn╢Eй╥ж│▒Mм▌ир╡гк║┬хоvбAж│н@д▀и├└┤▒oлч╝╦д▐╛╔дpкBд═╢╢зQз╣жикv└°бAдUи╙┴┘ж│дp┬зклеiо││с_
▒ыижм№╛╟д·┬х╢Eй╥,л▄┤╬к║д·┬х╢Eй╥бAл▄╢Kд▀бI
▒ыижм№╛╟д·┬х╢Eй╥,ж│▒M╖~к╛├╤л▄▒jк║зU▓z╕sбA░▌м╞╗Є│гпрж^╡кбA╣jд╤┴┘е┤╣q╕▄│Nлс├Ўд▀кмкpбA├°й╟╢Eй╥▒j╜╒░кcpн╚бAдj▒└!
▒ыижм№╛╟д·┬х╢Eй╥,╗╖▒q└s╝ц╢]и╙зф░|к°┤╙д·бAе╗и╙п╩д·жhж~░й└Yл▄┴ббAж¤е■│бнлл╪ж^и╙дFбAпuк║л▄╖P┴┬▒ыиж╣╬╢д_
▒ыижм№╛╟д·┬х╢Eй╥,кv└°д·йPпfпuк║мOнnзфд·йPпf▒Mмь┬хоvд~про┌кvбAкv└°лсз╣д·┼iдгжAмї╕~бAиъд·д]дгмyжхдF_
▒ыижм№╛╟д·┬х╢Eй╥,л▄┤╬к║╢Eй╥ !!!!!
▒ыижм№╛╟д·┬х╢Eй╥,┬хоvл▄╝Fо`з▐│Nжn└Ї╣╥л▄м№┼¤дHл▄йё├PбA┼@▓zдHн√к║июкAл▄║}лG│сбC
▒ыижм№╛╟д·┬х╢Eй╥,кA░╚л▄┤╬бIдге·мOз┌бAжU║╪╣к└yиCн╙пf▒wбIд╡д╤й▐┤╝╛жд]ж]м░│o╝╦прдё╕√йё├PбA┴┬┴┬зAн╠^^
▒ыижм№╛╟д·┬х╢Eй╥,ее░№┬хе═л▄╝Fо`▒M╖~дS╝Fо`
▒ыижм№╛╟д·┬х╢Eй╥,╖P─▒дг┐∙гм!└╦мdд·╛ж┼oбI
▒ыижм№╛╟д·┬х╢Eй╥,кA░╚жn!дS▒M╖~!┬хе═┐╦д┴бI
▒ыижм№╛╟д·┬х╢Eй╥,дpкBд═жb__░╡│Eд·кv_л▄┤╬бA_е═д]л▄ж│н@д▀бA_д▀
▒ыижм№╛╟д·┬х╢Eй╥,"╢└░|к°┤╙д·з▐│N╢Wжn нлл╪з┌к║е■дfд·╛ж, е■оa│г╡╣еLм▌___"
▒ыижм№╛╟д·┬х╢Eй╥,┬хе═л▄▒M╖~~л▄┐╦д┴бI
▒ыижм№╛╟д·┬х╢Eй╥,┬х│N░к╢WбIбIн╚▒oлHеЇк║┬х░|
▒ыижм№╛╟д·┬х╢Eй╥,кA░╚дг┐∙дS▓╙д▀
▒ыижм№╛╟д·┬х╢Eй╥,┐Oе·м№оЁк^и╬^^^^
▒ыижм№╛╟д·┬х╢Eй╥,кA░╚л▄ ┐╦д┴бA└Ї╣╥л▄└u
▒ыижм№╛╟д·┬х╢Eй╥,▒M╖~кA░╚бI
▒ыижм№╛╟д·┬х╢Eй╥,▒aз╠й▐┤╝╛ж╢Wз╓│t
▒ыижм№╛╟д·┬х╢Eй╥,└╦мdд·╛ж┼o_!!!!╞g
▒ыижм№╛╟д·┬х╢Eй╥,и╙м▌д·╛жбA│o├фз▐│N╢W▒M╖~бC
▒ыижм№╛╟д·┬х╢Eй╥,─▒▒oкA░╚л▄жn__
▒ыижм№╛╟д·┬х╢Eй╥,└Ї╣╥м№бIоЁк^и╬бI┬хз▐░кбI
▒ыижм№╛╟д·┬х╢Eй╥,кA░╚┐╦д┴ л~╜ш└u╡е
▒ыижм№╛╟д·┬х╢Eй╥,л▄╞g
▒ыижм№╛╟д·┬х╢Eй╥,┬хоvл▄▒M╖~бC
▒ыижм№╛╟д·┬х╢Eй╥,▒aдpл─и╙└╦мdд·╛ж
▒ыижм№╛╟д·┬х╢Eй╥,пuк║л▄▒M╖~бAкA░╚┐╦д┴бC
▒ыижм№╛╟д·┬х╢Eй╥,"бZбZбZ└u╜шй▒оa___
бZбZбZкA░╚┐╦д┴___
бZбZбZн╚▒o▒└┬╦___"
▒ыижм№╛╟д·┬х╢Eй╥,"▒zжn
▒zк╛╣Dп╗╡╖╣╬лЎ╞gдH╝╞к║жh╣шбA╖|╝v┼T┼Uл╚╣я▒z▒M╖~к║лHеЇ╖P╢▄
▓{жbк║▒zбAмOз_┴┘жbипнWзVдOжa┤Mзфл╚╖╜йO
з┌н╠еiеH╡u┤┴д║└░▒zй▌оi║Ї╕Їк╛жWл╫! ╝Wе[дHоЁд╬жмдJ! жим░╖j┤M▒╞жW▓─д@!
з┌н╠еiеHиєзU▒z
б╣└░зU▒zк║п╗╡╖╣╬╝sзiл┼╢╟иь╕UдHеHдWп╗╡╖╣╬~
б╣п╗╡╖н╢еN║▐, ╖~░tдх
б╣Lineжц╛Pиt▓╬ (ж█░╩░l┬▄бB╢Kдхжц╛P)
б╣FB║ы╖╟жW│цжм╢░+╡o░e
б╣└░зU▒zк║FBп╗╡╖╣╬╝Wе[3000жW~10╕UжWп╗╡╖!
б╣╝Wе[▒zFB п╗╡╖н╢дн┴√мP╡√╗∙д╬пdие!
б╣ └░зU▒zк║п╗╡╖╣╬е┤еdж╕╝╞ (жим░╝Ўк∙╖j┤Mжa╝╨)!"
▒ыижм№╛╟д·┬х╢Eй╥,"жpкG▒z╣ядWнzк║жц╛P▒Mо╫ж│┐│╜ь
╖Qзє╢iд@иBк║дF╕╤╕╘▒б
┼wкя┴p╡╕мв╕▀бAз┌н╠▒N╢iд@иB╕Є▒z╕╤╗ббG
б╖дт╛ўбG0910-946363
б╖LINEбGopendoor123 (е[LINE┴p╡╕дё╕√дшлK)
б╖┴p╡╕дHбGapple
б╖ж│░ў╞g╝╞жь╛ужXжц╛P╣╬╢д
е°╖~бDй▒оaбDжWдHп╗╡╖╣╬├zмїк║п╡▒KкZ╛╣!"
▒ыижм№╛╟д·┬х╢Eй╥,┬хе═л▄▒M╖~бBкA░╚дHн√л▄┐╦д┴бC
▒ыижм№╛╟д·┬х╢Eй╥,"┬хоv┤╙д·з▐│N╢Wжn! ┴┐╕╤жЄд▀и╙к║~QxQ
┴┘ж│жhд╓д·мь┬хоvеiеH╣││o╝╦к║йOбH
╖|╗бж█дvк║д·о┌│╠жn,лDдг▒oдwд~┤╙д·бCзўо╞д]мOе╬к║жnжnк║бAдг╖|дpд·е╬дjд·╡е╡е~~д┌░╒д┌░╒~~
▓╫йєк╛╣Dин┼щ╖╙┼Uжnд]дгнnз╤░O╖╙┼Uд·╛ж!!з╓и╙зa~ (жэлn│б│гнn╖f░к┼Kи╙XDD)"
▒ыижм№╛╟д·┬х╢Eй╥,"┬хе═з▐│N╢W╞gбIд·мь┬хоvпuк║мOд@е═дддгеiй╬п╩д]дгеiеH╢├зф_ зK▒oж╤дFбAд·╛жп▄дF┤NлсомбCио║╫лсбA┴┬┴┬┬хе═зтз┌к║к∙д·▒╧ж^и╙б]дjн·бIбIб^
д·╛жлO░╖бB╗▌нn└░зUк║┴┘дг╗░з╓и╙>w<
╗░з╓╝┤дHи╙__XDD"
▒ыижм№╛╟д·┬х╢Eй╥,└Ї╣╥╡╬╛AбB┬х└°кA░╚дHн√кA░╚╝Ў╕█бB┐╦д┴ж│┼¤дHйё├P┤ю╗┤║Є▒iк║д▀▒ббCзєнлнnк║мO╢└░ъе·░|к°к║┬х│N╕Є┬х╝wмO╡LдHпр╝─бC│sз┌│o║╪л▄─ъл▄─ък║╡Lеi▒╧├─к║д·╛ж│гпрд╞╗Gж┤м░плй_бC▒└┬╦дjоaжpкGжnй_╢└░|к°ж│жh╗Є╝Fо`┤Nеh▒ыижм№╛╟д·┬х ╡┤╣ядг╖|┼¤дjоaев▒цк║бC╞gбI╞gбI╞gбI
▒ыижм№╛╟д·┬х╢Eй╥,"╢└┬хоvк║▒M╖~йM┼@дhн╠к║кA░╚йM╕╤иMз┌н╠к║║├├°┬°пg,┼¤з┌зфиьн╚▒oлH┐рк║╢Eй╥дF,┴┬┴┬зAн╠,з┌╖|д╢▓╨дjоaеhзAн╠╢Eй╥к║,┤╬!!!"
▒ыижм№╛╟д·┬х╢Eй╥,Best dentist ever
▒ыижм№╛╟д·┬х╢Eй╥,з┌еuпр╗ббA│гмO▒M╖~┬хоv╕s_е■оa╕ЄдF░|к°л▄д[бAд@к╜│г░l└HеLзrбC
╗Zд╜н^д·┬х╢Eй╥,д@жьдk┬хе═░▌╢E└HлKбBиS░╡еЇжє│B╕mбAкэе▄дU├Eпk╡hбAжo╖QдF╝╞н╙▓zе╤нn╗бкAз┌к║пk╡h╗Pд·╛ж╡L├Ўд]дг─@░╡╢iд@иBк║╢E╡°й╬└╦мdбAлD▒`╢╠▓┤бI▒qдpиьдjм▌дF│o_жhд·┬хбA▒qиSж│д@н╙│o╗Є┬ў├╨к║бIдгжP┬хоvм▌╢EеJ▓╙╡{л╫оt▓зл▄дj
╗Zд╜н^д·┬х╢Eй╥,"2y9m▒aеh╢юмtбA╢╢лK╜╨┬хе═└╦мdж│иSж││Eд·
дpкBд═м▌иь┬хе═н·дFбAж¤жoлo┴┘е╬╝QоЁ║j╣ядpкBд═к║┴y╝QбAн·зє║GбA┬хе═┼у▒oл▄дгоо
╣L╡{┤N╡u╡u┤Xд└─┴д]з╣е■иSж│иєзU╢¤╢¤д@░_жw╝╛дpл─бAз┌дг┤▒жA▒aеhм▌дF"
╗Zд╜н^д·┬х╢Eй╥,┬d┬i▓@╡L▒M╖~дЇ╖╟бA║Aл╫д]оtбA┬хе═╗бкkл▄╖e╢ыбA╛у╢б╢Eй╥│гдгд╬оцбC
╗Zд╜н^д·┬х╢Eй╥,д@╜ЎдWеh└╦мdд·бA░идW┤N╗бнnй▐д·бA┼едF┤Nл▄дгообAд]иSж│йч╕╘д@┬Iк║д∙╜T╗{бA┤N╗бнnй▐бAм∙╢Eж╥╝{зaбI░╩дг░╩┤Nй▐бA╜╓┤▒еh
╗Zд╜н^д·┬х╢Eй╥,┬хоvпuк║л▄▓╙д▀бIд]л▄н@д▀к║ж^╡к░▌├D╗PеD░╩л╪─│бIб]╣Jиьжnк║д·┬х╢Eй╥л▄┤╬б^еHлсдpл─дl╖|│┬╖╨▒z╖╙┼UдF^^
╗Zд╜н^д·┬х╢Eй╥,нWнW╡ел▌─мк┌╗Ў┬хоvнлеXж┐┤Є......днж~дFбI▓╫йє╡еиь─м┬хоvбIд@╝╦к║┐╦д┴╖┼мXбAд@╝╦к║м░пfдH╡█╖QбA╡ел▌мOн╚▒oк║бI
╗Zд╜н^д·┬х╢Eй╥,░|к°╢Wп┼╖┼мXбAм~д·│гдг╖|╡hбAзU▓zдH│гл▄жnл▄┐╦д┴бA└Ї╣╥л▄╖┼─╔бA│]│╞д@п┼┤╬
╗Zд╜н^д·┬х╢Eй╥,"┬хе═┐╦д┴еBл▄еJ▓╙бC
┴┬┴┬зfйvпq┬хоv"
╗Zд╜н^д·┬х╢Eй╥,з┌н╠к║┬х└°╣╬╢де╬пu╕█йM╝Ў▒бк║д▀бA┼wкяиCд@жькBд═бC╗Zд╜н^д·┬х╢Eй╥пм║╓дjоaиCд@д╤│гпреR║бп║оe╗Pз╞▒цбI
╗Zд╜н^д·┬х╢Eй╥,┬хе═┐╦д┴еBл▄еJ▓╙
╗Zд╜н^д·┬х╢Eй╥,"з┌жb╣ян▒COMEBUYдWпZ
ен▒`│гм▌иьжoн╠┼@▓zоv╕Єд·┬хоv│гп║оe║бн▒
╢iеhкv└°д·╛жо╔д]лD▒`▓╙д▀ж╙еBиS╢Z┬ў╖P
нл┬IмOз┌л▄й╚╡hбA┬хе═┴┘╖|жw╝╛лвлвлв"
╗Zд╜н^д·┬х╢Eй╥,┬хе═╖┼мXм▌д·жnеh│B
╗Zд╜н^д·┬х╢Eй╥,"┬хе═д╬┼@дhдpйj│г╢W╖┼мX
д╡д╤└░з┌й▐д·к║дk┬хе═╢W║}лG
ж╙еBл▄▓╙д▀░▌з┌╖|дг╖|╡h"
╗Zд╜н^д·┬х╢Eй╥,└Ї╣╥╡╬╛A╖┼─╔
╗Zд╜н^д·┬х╢Eй╥,╞g░╒
╗Zд╜н^д·┬х╢Eй╥,кA░╚жn~дS╗┤├Pж█жb !
жwд╣д·┬х╢Eй╥,┬хоvлD▒`▓╙д▀бAж╙еB╣ядpл─д]л▄ж│н@д▀
жwд╣д·┬х╢Eй╥,┬хе═л▄╖┼мX л▄ж│н@д▀
жwд╣д·┬х╢Eй╥,"┬хе═л▄▒M╖~ж│╖Rд▀,н@д▀,жP▓zд▀,мOжьж│┬х╝wк║жn┬хе═~~"
жwд╣д·┬х╢Eй╥,╢└┬хоvмOжьлD▒`ж│╖Rд▀йMн@д▀к║▒M╖~┬хоv дj▒└┬╦бKбK^_^
жwд╣д·┬х╢Eй╥,лD▒`▓╙д▀╖╙┼Uл─дlбAн╚▒oлH┐рк║┬хе═
└uм№д·┬х╢Eй╥,кA░╚л▄жnбAдS┐╦д┴
└uм№д·┬х╢Eй╥,кA░╚л▄жnбA┴┬┴┬┬хе═йM┼@дh┬dеxдpйj
└uм№д·┬х╢Eй╥,кA░╚║Aл╫╢WжnбAдS┐╦д┴
╝╓иKд·┬х╢Eй╥,д╡д╤▒aдk║~дlеh╢юмtбA▒q┬d┬iиь╢E╢бй╥╣Jигк║дHн√│гжn┐╦д┴бAд]дг╖|ж]_дpдpл─▓─д@ж╕╢юмtо`й╚ж╙иSн@д▀й╬пф┴yбAл▄жnк║▓─д@ж╕╢юмtжL╢H(бф_бф)з┌н╠лeд@д╤ж│е¤╣wм∙бA┴Ў╡MдгмOм∙иьир╡гд·┬хбAж¤─▒▒oиSоt
╝╓иKд·┬х╢Eй╥,└Ї╣╥еOдHйё├P_╣яйє▒qдpй╚м▌д·┬хк║з┌еiеHжnжnк║йё├PиSж│└гдOк║м▌д·бAе[дW└░з┌м▌д·к║┬хе═дHл▄nice(╣∙┬хоvб^бAл▄┼щ╢K▒wк╠еB│г╖|еH▒wк╠дзидл╫м░еX╡o┬I╡█╖QбAж]ж╣┐я╛▄жb│o╕╠░╡┤╙д·дт│NбI
╝╓иKд·┬х╢Eй╥,з┌л╪─│╕╠н▒к║кA░╚дHн√└│╕╙зOдWжW╡P │o╝╦ дё╕√жn┤кеXж╤╣лл╦ дгнnжnжnк║│]│╞жnжnк║└Ї╣╥жnжnк║┬хе═│╠лс мOж╤╣лл╦жb╝v┼T╛ун╙н╖╡√бC
╝╓иKд·┬х╢Eй╥,жVи╙│╠й╚м▌д·┬хк║з┌бAж█▒qеDкv┬хоvмO╣∙┬хоvлсбA┼▄▒oдгжAо`й╚м▌д·бA┬хе═╕ЄзU▓zн╠░гдF┐╦д┴ж│┬зе~бA└╦мdд]л▄▓╙д▀бA┴┘л╪─│жU║╪кv└°дшо╫и├╕ЄпfдH░Q╜╫│╠╛A╖эк║дшжббAпuк║дг┐∙о@бC
