name,content
,推薦~良昇牙醫診所 在中壢火車站前站附近 我從小都在那看牙齒 今年去裝了顆磁牙 結果很滿意 我的同學都在那看牙齒 而且她們都是別人介紹去的 所以那家還蠻有名的 推薦你去~ 桃園縣中壢市建國路６７號 03 4250133
,"我目前是在郵局總局附近的金石堂對面的""良昇""矯正。 矯正的費用會因為診所的收費、你的牙齒矯正的難易度等情況而不同。 所以實際上會需要多少錢，你要去診所讓醫生看過後才會知道，但是現在都可以分期付款了，所以矯正牙齒變得比較容易。 我在決定去良昇矯正前，曾去威尼斯附近一定外觀跟內部裝潢的診所看過，結果醫生說要12萬，光是矯正前的照(牙齒)片跟做齒模就要3000元。 後來有同事推薦良昇，雖然裝潢不是很漂亮，但是只要8萬，而且照片+齒模只要2000元，所以不同的診所，收費標準就差滿多的。 在那裡矯正的人好多喔，每次看診時都是一排人坐在那裡等很久，醫生也很親切喔!雖然我才矯正9個多月，但是原本有點暴的門牙，和突出來的虎牙，都已經變平了，還有我本來有無法咬合(上下排牙齒碰不到)的問題，現在也都可以咬合了，我覺得醫生的技術滿好的。不過矯正醫生只有星期六才看診喔，其他的時間聽說都是在台北的大醫院看診。 建議你可以到我矯正的診所讓醫生看看，也可以多去幾家做個比較。而且矯正事前有很多功課，像是我說的照牙齒的照片、做齒模(要收費的喔)、拔牙等，你都應該先有準備，才會不在看診時一頭混亂喔~~ 參考資料 by me"
,"非常不推薦良昇,不管是拔牙或矯正! 之前看它網路評價很好,沒想到讓我失望透頂! 先說明我牙齒的狀況,是門牙跟門牙下面兩顆牙齒往內歪,看起來很擠 我之前有去那做矯正評估,矯正醫師每週六才會有,我到二樓等的時候,護士聊天講電話像菜市場ㄧ樣,很吵很不專業,接著評估時我跟醫師說我想做矯正,他就說:你這樣很可愛為什麼要做?然後我就問他那我如果要做牙套要拔幾顆牙,他就回答:我個人是比較""喜歡""先做牙套在拔啦......然後就不斷問""還有問題嗎?""ㄧ副想打發人的樣子,整個過程態度輕蔑口氣隨便讓人很不舒服 後來我又去品臻牙醫做評估,一去就照X光, …[ 詳讀全文 ]"
,推薦~良昇牙醫診所 在中壢火車站前站附近 (金石堂斜對面) 我從小都在那看牙齒 今年去裝了顆磁牙 結果很滿意 我的同學都在那看牙齒 而且她們都是別人介紹去的 所以那家還蠻有名的 推薦你去~ 桃園縣中壢市建國路６７號 03 4250133
,"我今天去良昇牙醫.... 裡面的護士是還不錯啦!很親切 雖然我不知道其他醫師怎麼樣 但是我看的這個醫師：英國倫敦大學牙醫碩士""許世明"" 爛爆了!!!! 我要洗牙，洗到整個流血，還噴到我的臉 整個超粗魯，完全沒有感受病人的痛 我要補蛀牙，才幫我補兩顆 就跟我說要預約下次門診，下次再來補其他蛀牙 擺明就是坑我錢，我就一次補好幹嘛下次再來壓！ 只會跟護士聊天 連漱口的水杯都不知道有沒有換 當他遞預約卡給我，差點就快氣死_ 不過我忍著接下，一定要讓大家知道這位醫師真是?好到爆炸? 如果要去良昇，千萬不要給他看"
,良銘..不優 要拔智齒 但因發炎 第一次去 開消炎藥 合理 第二次去 只替我洗牙 叫我隔天再去照x光片 為什麼不先替我照片子？ 死要錢 沒醫德！
,之前我在中壢唸書，看了幾家牙醫診所，不好的名字忘掉了，可是有家牙醫讓我記憶真的很深，只可惜後來搬走，不然真的很想回去看。 醫生人真的非常溫柔，弄牙齒一點也不痛，也很關心病人的情況，技術不錯，設備等等都還蠻新的，看牙醫的時候還可以有電視可以看。 醫生名字我忘記了，但是位置在中壢火車站過橋，在中原大學的外圍邊。 名字 : 貝多芬牙醫診所 地址 : 320桃園縣中壢市中山東路2段155號 電話 : 03-4363669
,第一...亞緻牙醫診所或是新典美學牙醫診所.... 女醫師....胡玉珊醫師..她很年輕...態度很好...技術不錯...很細心... 因為她兩家診所都有看診...所以...你可以查一下她的看診時間.. 據我所知...她星期四是在新典美學牙醫診所(在中壢高中斜對面三光路上)... 男醫師...夏光宇醫師...對病患超好...連約診都會自己跟病患約... 以上兩位皆是台大畢業的牙醫師
,"我剛去拔完牙 那間還不錯喔 在中原 叫""佳新"" 星期六好像到晚上六點吧~ 醫生很好 我現在嘴巴還是麻的捏.. 佳新牙醫診所 中壢市中山東路２段９７號 03-4368220 不過要預約喔 因為很多人 星期日我不知道佳新牙醫診所有開，不然你可以打電話佳新牙醫診所的護士 參考資料 你要忍一點"
,"太扯了 又是自問自答 同樣的同答在隔了快一年還是在寫 ""我剛去拔完牙 那間還不錯喔 在中原 叫""佳新"" "" 打廣告打太兇了 去了真的很後悔 早知道就去大醫院了"
,最近因為智齒長歪 需要拔智齒 親戚介紹到佳新牙醫 覺得服務很好 我是給一位新醫生看的...姓阮...因為他是新醫生所以沒有名片.. 這位醫生讓我滿信任的 從一進去就先幫我拍了整個牙齒的X光片(不另外收費).. 然後很完整的跟我解說我牙齒目前的狀況 哪邊比較嚴重...要先做處理.. 每次都花很多時間跟我溝通...而且很有耐心...人很好... 這讓我覺得跟之前的牙醫看診經驗很不一樣 所以想跟大家推薦一下... 我在那邊拔了兩顆智齒 拔除後都不大會痛...醫生技術也滿好的..
,"看有人推跑ㄑ佳新看 那醫生講話一付跩258萬 (姓徐,是院長) 隨便給我看 拿ㄍ探針態度超粗魯隨便戳 感覺很差 換ㄍ牙套也一定要搭釘子(要多加1000) 一付死要錢_牙科 不推~~ "
,我也覺得..佳新...**醫生不好 那醫生講話一付跩258萬 (是院長) 隨便給我看.很粗魯(好幾次)痛到我大叫.才對不起 感覺很差
,要去佳新的可以先參考一下 該院長發表的這個再考慮 http://www.dental-guide.com.tw/index.php/aboutus/115-inner/655-2009-04-10-09-05-30 我被佳新搞到要跑到壢新才有救 佳新只想賺錢 非常明顯 不信的話去試看看就了解 不是要你全部重補 就是叫你假牙全重做 過程中任何問題都敷衍的帶過 只能說看牙最好去大一點或多比較 後悔都來不及了 當初也是沒上網多看 早知就去大醫院 花小失大
,典範.新典.我全家都在那做.父親植牙也是. 找位夏醫師.去過就知道 參考資料 自己
,你好: 不曉得˙你是什麼樣的問題?? 我個人推薦 SOGO 新生路 典範牙科 !!!!!! 裡面醫生都很親切 參考資料 teresa
,之前去過典範問....好貴
,"推薦你去典範看看 , 我們一家人都在那看牙,不過價格很貴是真的.院長技術不錯.人超客氣的..我有個同學給他作假牙也還蠻滿意的. 參考資料 無"
,"中壢新生路上有一間典範牙醫 他有附設""青少年兒童牙科"" 地址：中壢市新生路187號(SOGO百貨右前方) 電話：426-6866 網址：http://www.beautysmile.com.tw/main.htm 朋友的小孩第一次去典範看牙就被綁在診療椅上 雖然是經過朋友同意之後才做的動作 但讓她和小孩都歷經了一場不愉快的看牙經驗 "
,"典範超爛!!!!! 而且我剛剛才被坑!!! 就說蛀牙~給我敲敲補補(也沒說建議我怎麼用哦~~) 後來去櫃台 小姐就說自費部分""$25,000"" !!!! 我都快氣死了~~~ 醫生也沒事先告訴我!!! 髒話都快飆出來"
,當初我是被 奇摩知識推 典範牙醫去的 ~ 第一次我兒子被塗了氟~因為我兒子有註牙~第二次去就抽了牙神經~我兒子很害怕~害怕到嚎啕大哭~比女人生小孩叫的還慘 ))...跟本沒有耐心安撫我兒子~才一會我們父母就被請出診間~接下來我兒子就被五花大綁了~(一位護士壓..一位護士拿機具)...我兒子經歷了四十幾分鐘的驚魂....本來第一次去被告知只要套一個牙套3000...但當天我兒子被套了兩個牙套..花了6000....經過這一次(我們好心疼)...下次不會在去典範了~正在煩惱下一次要如何帶兒子~看牙醫的媽媽..
,"典範超爛!!!!! 而且我剛剛才被坑!!! 就說蛀牙~給我敲敲補補(也沒說建議我怎麼用哦~~) 後來去櫃台 小姐就說自費部分""$25,000"" !!!! 我都快氣死了~~~ 醫生也沒事先告訴我!!! 髒話都快飆出來"
,千萬別去精?牙科，收費貴，品質差，服務爛，一點醫德都沒有，你要看牙醫的話，我建議你到典範牙科好了，那兒我去年七月去過，雖然有點貴，但是品質真的值得信任的，推推推.....
,我知道一家 法蒂瑪牙醫診所 平鎮市金陵路43之5號 03-4683210 週一~週五 AM9:00~12:00 PM2:00~5:30 他採事先預約制(今天預約可能明天或後天才排到你) 約好一定要準時到 因為他把那個時間留給你了 我牙齒超爛 去過很多不同的診所(包括什麼名醫的診所) 但是他們為了要賺錢 (當天掛號就馬上可以看那種) 看每個病人的速度都很快動作也很粗魯 一個病牙可以分成2次看 搞得我很煩惱 這家是師長推薦的 本來也是抱著姑且一試的心態 結果沒想到醫師就真的像你講的那樣 而且我那時剛好有一顆其它牙醫都說要抽神經的牙齒 結果他幫我救了那顆牙 好感動>< 你預約的時間只要準時到(遲到最好別太久) 他會用那段時間仔細看你的病歷，你有問題，他也會和你一起討論，因為病歷就放在你旁邊 如果治療過程你有任何不適 他很快就會發現且會安撫你的情緒 (我這輩子被別的牙醫搞的怕死了= =) 你講的裝假牙也可以跟這位醫師討論 他很樂意跟你談這些事情 且因預約制讓他可以詳細的解讀給你聽 PS他不是臺灣人，如果他講話有些詞你聽不懂，可以再問他，他很願意再講一次，我覺得他的行醫目的並不是賺錢，這種感覺真的很好！ 參考資料 一口爛牙的ME
,我自己的小朋友在中壢市(內壢)文化路的宏源牙醫看，我覺得蠻不錯的。朋友的小孩在中壢市金陵路的法蒂瑪看也不錯
,冠眾牙醫診所是人人誇獎的喔!你可以去請黃醫師幫你看看，他都星期五駐診 桃園縣中壢市元化路34號　TEL：(03)427-6007　 http://www.dentalace.com.tw/index.htm 看診時間： 早上九點至十二點 下午二點半至六點 晚上六點半至十點 週一至週六全日看診 【診所理念】 藝廊高級餐廳的設計風格 使患者釋放壓力的看診環境 　　一般人想到「看牙齒」，腦中便浮現嗡嗡作響的「電鑽聲」，看牙齒彷如夢魘…「冠眾牙醫診所」將徹底改變您對牙科的認識及重建您看牙的經驗！！ 　　元化路上一棟三層樓的美麗建築，讓人誤以為是高級西餐廳，走進診所大門，空氣中瀰漫的咖啡香及爵士樂，已釋放您一天的工作壓力。櫃臺美麗專業的護士親切詢問您的病史，讓人感覺診所醫師們對患者的關心絕對不止於口腔。 　　如果您是第一次來到「冠眾牙醫診所」或未預先約診，這裡雅致的候診環境及豐富的雜誌期刊、大螢幕電漿電視、古典流行音樂及免費的香醇咖啡，亦可以讓您放鬆心情，彷彿置身閱讀咖啡館，享受短暫悠閒時光。如果您是熱衷牙科專業知識的人，這裡互動式液晶電腦，亦提供豐富的內容，讓您對牙科的疾病及治療流程有更深的認識。 最先進的醫療儀器設備 提供患者最完善的醫療服務 　　「冠眾牙醫診所」院長何燦堯醫師以留學海外及經營多家牙醫診所的豐富經驗，深知患者的需求及醫療儀器設備的重要性，因此，購置最新科技的全數位Ｘ光系統，在低輻射， 零污染，即時性，準確性的高水準診斷系統下，不論在植牙或牙周病的治療上，使患者享受最高品質的醫療服務。 　我們不僅重視牙齒的健康，我們與您一樣在意您牙齒的美觀與亮麗的笑容，因此，「冠眾牙醫診所」亦引進最新 牙齒冷光美白設備，讓您以最少的花費使牙齒達到最好的美白效果，展現燦爛自信的笑容，為您的人際關係再加分。 　　除了擁有最新最好的醫療設備外，我們的看診環境亦相當重視患者的隱私，除擁有VIP休息室可無限上網外，更有獨立舒適的看診空間，患者毋須擔心看牙時的窘態被他人看見，即使朋友陪同前來也毋須擔心。 專業醫療團隊 專科醫師看診 　　本診所院長何燦堯醫師有多年行醫經驗，曾經營多家診所，總以病人的口耳相傳建立最好口碑，何醫師不僅專精於人工植牙、牙周手術、口腔外科手術，對於假牙的製作更是出神入化，於診所開幕後，總有患者因親友介紹，不畏路途遙遠慕名前來看診，甚至有留學生趁寒假回國請何醫師為其進行人工植牙手術呢！ 　　本診所更力邀擁有齒顎矯正專科的黃昱霖醫師一同駐診，提供成人及兒童最專業的牙齒矯正門診服務。黃醫師擁有台大齒顎矯正專科的碩士學位外，更為台大醫學院齒顎矯正專科的專任醫師，擁有豐富實務經驗，因黃醫師高超的矯正技術，而恢復美麗外觀的病患不計其數。 美麗親切的賴麗文醫師，曾擔任省立桃園醫院主治醫師，除曾出國研修人工植牙課程，對於人工植牙手術有豐富經驗外，對於口腔外科及兒童牙科精湛的專業技術，不論醫師或病患間，早已建立良好口碑。 重視無菌觀念 器械徹底消毒 杜絕任何感染 　　我們相當重視器械的消毒及個人衛生，除醫護人員全面配戴口罩、採用拋棄式用具外，其他器械一定以高溫高壓鍋消毒滅菌，即時是治療椅我們也以酒精擦拭消毒，毋須擔心接觸到其他患者所碰觸過的台面或治療椅，即使是SARS來襲也不必擔心！ 預防重於治療 提供專業衛教 定期舉辦講座 　　我們除重視您口腔健康外，您口腔的衛生及口氣的清 新，都是我們每次看診時所關心的，因為良好口腔清潔習慣可以免於牙齒的治療。因此每次看診時，都請您帶著牙刷，我們的衛教護士會為您染上牙菌斑顯示劑，親切耐心地指導您正確的刷牙方法。 　　我們的醫療團隊除擁有專精的技術外，更是教學及演講的高手，我們會在診所三樓視訊會議中心定期舉辦有關口腔知識的演講活動，提供許多治療成功的案例為您解說，讓您對口腔疾病及治療方法，有更深入的瞭解，經常參與我們的演講活動，您也會成為預防口腔疾病的專家喔！ 參考資料 http://www.dentalace.com.tw/index.htm
,冠眾的護士的態度很差~~~
,不要去冠眾護士態度很差醫生也是
,我推薦冠眾牙醫診所~~技術一流服務親切! 桃園縣中壢市元化路34號　TEL：(03)427-6007　 http://www.dentalace.com.tw/index.htm 看診時間： 早上九點至十二點 下午二點半至六點 晚上六點半至十點 週一至週六全日看診 【診所理念】 藝廊高級餐廳的設計風格 使患者釋放壓力的看診環境 　　一般人想到「看牙齒」，腦中便浮現嗡嗡作響的「電鑽聲」，看牙齒彷如夢魘…「冠眾牙醫診所」將徹底改變您對牙科的認識及重建您看牙的經驗！！ 　　元化路上一棟三層樓的美麗建築，讓人誤以為是高級西餐廳，走進診所大門，空氣中瀰漫的咖啡香及爵士樂，已釋放您一天的工作壓力。櫃臺美麗專業的護士親切詢問您的病史，讓人感覺診所醫師們對患者的關心絕對不止於口腔。 　　如果您是第一次來到「冠眾牙醫診所」或未預先約診，這裡雅致的候診環境及豐富的雜誌期刊、大螢幕電漿電視、古典流行音樂及免費的香醇咖啡，亦可以讓您放鬆心情，彷彿置身閱讀咖啡館，享受短暫悠閒時光。如果您是熱衷牙科專業知識的人，這裡互動式液晶電腦，亦提供豐富的內容，讓您對牙科的疾病及治療流程有更深的認識。 ?最先進的醫療儀器設備 提供患者最完善的醫療服務 　　「冠眾牙醫診所」院長何燦堯醫師以留學海外及經營多家牙醫診所的豐富經驗，深知患者的需求及醫療儀器設備的重要性，因此，購置最新科技的全數位Ｘ光系統，在低輻射， 零污染，即時性，準確性的高水準診斷系統下，不論在植牙或牙周病的治療上，使患者享受最高品質的醫療服務。 　我們不僅重視牙齒的健康，我們與您一樣在意您牙齒的美觀與亮麗的笑容，因此，「冠眾牙醫診所」亦引進最新 牙齒冷光美白設備，讓您以最少的花費使牙齒達到最好的美白效果，展現燦爛自信的笑容，為您的人際關係再加分。 　　除了擁有最新最好的醫療設備外，我們的看診環境亦相當重視患者的隱私，除擁有VIP休息室可無限上網外，更有獨立舒適的看診空間，患者毋須擔心看牙時的窘態被他人看見，即使朋友陪同前來也毋須擔心。 專業醫療團隊 專科醫師看診 　　本診所院長何燦堯醫師有多年行醫經驗，曾經營多家診所，總以病人的口耳相傳建立最好口碑，何醫師不僅專精於人工植牙、牙周手術、口腔外科手術，對於假牙的製作更是出神入化，於診所開幕後，總有患者因親友介紹，不畏路途遙遠慕名前來看診，甚至有留學生趁寒假回國請何醫師為其進行人工植牙手術呢！ 　　本診所更力邀擁有齒顎矯正專科的黃昱霖醫師一同駐診，提供成人及兒童最專業的牙齒矯正門診服務。黃醫師擁有台大齒顎矯正專科的碩士學位外，更為台大醫學院齒顎矯正專科的專任醫師，擁有豐富實務經驗，因黃醫師高超的矯正技術，而恢復美麗外觀的病患不計其數。 美麗親切的賴麗文醫師，曾擔任省立桃園醫院主治醫師，除曾出國研修人工植牙課程，對於人工植牙手術有豐富經驗外，對於口腔外科及兒童牙科精湛的專業技術，不論醫師或病患間，早已建立良好口碑。 重視無菌觀念 器械徹底消毒 杜絕任何感染 　　我們相當重視器械的消毒及個人衛生，除醫護人員全面配戴口罩、採用拋棄式用具外，其他器械一定以高溫高壓鍋消毒滅菌，即時是治療椅我們也以酒精擦拭消毒，毋須擔心接觸到其他患者所碰觸過的台面或治療椅，即使是SARS來襲也不必擔心！ 預防重於治療 提供專業衛教 定期舉辦講座 　　我們除重視您口腔健康外，您口腔的衛生及口氣的清 新，都是我們每次看診時所關心的，因為良好口腔清潔習慣可以免於牙齒的治療。因此每次看診時，都請您帶著牙刷，我們的衛教護士會為您染上牙菌斑顯示劑，親切耐心地指導您正確的刷牙方法。 　　我們的醫療團隊除擁有專精的技術外，更是教學及演講的高手，我們會在診所三樓視訊會議中心定期舉辦有關口腔知識的演講活動，提供許多治療成功的案例為您解說，讓您對口腔疾病及治療方法，有更深入的瞭解，經常參與我們的演講活動，您也會成為預防口腔疾病的專家喔！ 何謂齒顎矯正? 　所謂齒顎矯正是指藉由矯正裝置改善 顏面骨異常之發育和重新調整不整齊 的牙齒進而達到下列之治療目的： 一、恢復咀嚼功能進而幫助消化及營養吸收。 二、口腔衛生容易維護，間接可以預防齲齒及牙周病。 三、恢復臉形的美觀，對自己產生信心，並獲得人格正常發展。 四、發音正確，增加學習的效果。 五、嘴唇的閉合及齒列的完整，避免口腔粘膜乾燥及增進口腔對感染的抵抗力 。 ? 何時是齒顎矯正理想的治療時機? 　完全要看齒列不整齊與咬合不良的程度以及造成齒列不正的原因而定。 有時候在學 齡前(六歲以下)就需要注意齒列不正的問題，然而大部份的小朋友都是十二歲左右才開 始治療。 小孩子如果有齒列不正的情形最好是在他生長的過程中，定期帶去給牙醫師檢查，有時也要會診矯正醫師。 ? 齒顎矯正治療需多少時間? 　矯正治療的時間，視病人之年齡、合作度及病例的嚴重程度而定。 簡單局部的治療，約須幾個月，一般全口的治療約須一年半到二年的時間。 ? 齒顎矯正的治療方法有那些? 一．固定性的矯正器: 依患者之需求選用金屬或透明陶瓷、複合物之矯正器，以膠質黏在 牙齒的外側或內側，作為力量傳導至牙齒的媒介。 二．活動性的矯正器: 利用矯正板戴在口內容易保持口腔衛生，但若病人不合作，不肯戴矯正板就無效了。 三．顎骨矯正器: 1、口外牽引器戴在頭部產生拉力，以影響骨骼生長。 2、口內型功能性矯正裝置以肌肉及咬合力產生力量，影響下臉部發育。顎骨矯正須在青春期前開始〔男性在十五歲前，女性約在十二歲前〕才有顯著之療效。 參考資料 http://www.dentalace.com.tw/service02.htm
,"哈囉你好 推薦你可以到中壢市元化路上 一家名叫""冠眾牙醫""的診所看喔 矯正醫師還滿親切的 護士也是都很親切很客氣 裡面整體的感覺也很不錯喔 至於價格方面它是依每個人情況不同去估價的 但我當初看了幾家 覺得這家的價格算滿合理的 建議你不妨去看看喔 地址：桃園縣中壢市元化路34號 電話：(03)427-6007 網站：Http://dentalace.com.tw 希望能對你有幫助：) 參考資料 自己正在這間做矯正"
,我推薦冠眾牙醫診所~~技術一流服務親切! 桃園縣中壢市元化路34號　TEL：(03)427-6007　 http://www.dentalace.com.tw/index.htm 看診時間： 早上九點至十二點 下午二點半至六點 晚上六點半至十點 週一至週六全日看診 【診所理念】 藝廊高級餐廳的設計風格 使患者釋放壓力的看診環境 　　一般人想到「看牙齒」，腦中便浮現嗡嗡作響的「電鑽聲」，看牙齒彷如夢魘…「冠眾牙醫診所」將徹底改變您對牙科的認識及重建您看牙的經驗！！ 　　元化路上一棟三層樓的美麗建築，讓人誤以為是高級西餐廳，走進診所大門，空氣中瀰漫的咖啡香及爵士樂，已釋放您一天的工作壓力。櫃臺美麗專業的護士親切詢問您的病史，讓人感覺診所醫師們對患者的關心絕對不止於口腔。 　　如果您是第一次來到「冠眾牙醫診所」或未預先約診，這裡雅致的候診環境及豐富的雜誌期刊、大螢幕電漿電視、古典流行音樂及免費的香醇咖啡，亦可以讓您放鬆心情，彷彿置身閱讀咖啡館，享受短暫悠閒時光。如果您是熱衷牙科專業知識的人，這裡互動式液晶電腦，亦提供豐富的內容，讓您對牙科的疾病及治療流程有更深的認識。 最先進的醫療儀器設備 提供患者最完善的醫療服務 　　「冠眾牙醫診所」院長何燦堯醫師以留學海外及經營多家牙醫診所的豐富經驗，深知患者的需求及醫療儀器設備的重要性，因此，購置最新科技的全數位Ｘ光系統，在低輻射， 零污染，即時性，準確性的高水準診斷系統下，不論在植牙或牙周病的治療上，使患者享受最高品質的醫療服務。 　我們不僅重視牙齒的健康，我們與您一樣在意您牙齒的美觀與亮麗的笑容，因此，「冠眾牙醫診所」亦引進最新 牙齒冷光美白設備，讓您以最少的花費使牙齒達到最好的美白效果，展現燦爛自信的笑容，為您的人際關係再加分。 　　除了擁有最新最好的醫療設備外，我們的看診環境亦相當重視患者的隱私，除擁有VIP休息室可無限上網外，更有獨立舒適的看診空間，患者毋須擔心看牙時的窘態被他人看見，即使朋友陪同前來也毋須擔心。 何謂齒顎矯正? 　所謂齒顎矯正是指藉由矯正裝置改善 顏面骨異常之發育和重新調整不整齊 的牙齒進而達到下列之治療目的： 一、恢復咀嚼功能進而幫助消化及營養吸收。 二、口腔衛生容易維護，間接可以預防齲齒及牙周病。 三、恢復臉形的美觀，對自己產生信心，並獲得人格正常發展。 四、發音正確，增加學習的效果。 五、嘴唇的閉合及齒列的完整，避免口腔粘膜乾燥及增進口腔對感染的抵抗力 。 何時是齒顎矯正理想的治療時機? 　完全要看齒列不整齊與咬合不良的程度以及造成齒列不正的原因而定。 有時候在學 齡前(六歲以下)就需要注意齒列不正的問題，然而大部份的小朋友都是十二歲左右才開 始治療。 小孩子如果有齒列不正的情形最好是在他生長的過程中，定期帶去給牙醫師檢查，有時也要會診矯正醫師。 齒顎矯正治療需多少時間? 　矯正治療的時間，視病人之年齡、合作度及病例的嚴重程度而定。 簡單局部的治療，約須幾個月，一般全口的治療約須一年半到二年的時間。 齒顎矯正的治療方法有那些? 一．固定性的矯正器: 依患者之需求選用金屬或透明陶瓷、複合物之矯正器，以膠質黏在 牙齒的外側或內側，作為力量傳導至牙齒的媒介。 二．活動性的矯正器: 利用矯正板戴在口內容易保持口腔衛生，但若病人不合作，不肯戴矯正板就無效了。 三．顎骨矯正器: 1、口外牽引器戴在頭部產生拉力，以影響骨骼生長。 2、口內型功能性矯正裝置以肌肉及咬合力產生力量，影響下臉部發育。顎骨矯正須在青春期前開始〔男性在十五歲前，女性約在十二歲前〕才有顯著之療效。 參考資料 http://www.dentalace.com.tw/service02.htm
,中壢冠眾只是裝潢漂亮而已，醫生沒醫德，根管治療語帶威脅的要我購買他們貴的要死的牙套，還偷偷在我牙齒裡塞棉花，讓我痛的要死。我找其他醫生處理抽完神經的牙齒時，才發現裡面原來有塞棉花。
,"各位大大您好，我本身牙齒狀況很糟 一直到現在為止牙齒的狀況已經到必須面對的時候 我本身非常怕痛，希望可以推薦溫柔且為病患著想有耐心的牙醫師 因為念書的關係，所以必須在中壢用牙齒 我搜尋過文章，也去過""冠眾""牙醫診所看過 但是院長給我感覺很粗魯，讓我很不放心也很不安將牙齒交給他，當然，這是我個人感覺，並沒抨擊的意思。"
,"推薦中原大學附件中北路的品臻診所 我是由陳朝元醫生幫我植的牙 我也是超怕痛的 治療中可能會痛時 醫生都會事先提出警告, 讓你作好心理準備 但治療全程除了打麻藥, 幾乎不怎麼會痛耶 一顆65,000 , 費用是分二次付 前期30,000, 完成後再結清尾款35,000 因為植牙是自費治療項目, 就不再收掛號費了 我是去年年初植的, 到目前為止都還沒有任何異常發生"
,哈囉您好哦 ^^ 個人很推薦 春田牙醫 桃園縣中壢市福州二街416號 我只敢去這家看牙 因為醫生人很好看牙又不會粗魯 :-) 上次我去洗牙竟然一點都不會痛 !! 請您參考 ^^ 參考資料 http://www.freelist.tw/node/519583
,"中壢康雅的郭醫師很不錯,是植牙的專科醫師,也是dr. wells 聯盟的診所,第一次先繳了30000元左右,等牙齒做完後才付清尾款,總共約75000元左右,實際情況還是要醫師評估您的骨頭條件來決定."
,以前我很怕看牙醫因為很害怕那電鑽的聲音? 所以就算有蛀牙? 我也會忍著不去看醫生或者是預約好看牙時間? 但前幾個小時我就會開始憂鬱但是自從去了康碩牙醫? 我再也不怕看牙醫了康碩診所外觀小小舊舊的? 燈光暗暗的? 不像其他診所很乾淨明亮但我還是鼓起勇氣走了進去店內只有一張診療椅? 也沒有漂亮的櫃檯小姐梁醫師人很安靜?? 不太愛理人 但其實後來發現醫師很親切? 重點是技術很好?? 當時我的牙齒因為蛀牙太嚴重結果吃東西就牙齒斷掉一大半(而且還是前面的牙齒)一般的診所一定會說沒辦法補 …[ 詳讀全文 ]
,中壢有一家 醫生人很好 但不愛說話 我第一次去是朋友介紹的 我好幾年沒看牙齒 連蛀8顆 ps:超怕看牙齒的人 沒想到 醫生技術很好 只有打麻醉會痛 其他一點都不會痛 也很溫柔 而且 他只有一個人 一對一服務 有人來他會叫他們 等一下再來 真的很不錯 他拯救了我 因為我多年不敢大笑... 地址如下↓ 康碩牙醫 中壢市中山東路一段７６號 03-4523474 希望能幫助到你^^ 參考資料 自己
,以前我很怕看牙醫 就算有蛀牙 我也會忍痛不去看醫生 康碩診所外觀舊舊的 燈光暗暗的 不像其他診所很乾淨明亮 但我還是鼓起勇氣走了進去 店內只有一張診療椅 也沒有漂亮的櫃檯小姐 梁醫師人很安靜 不太愛理人 但其實後來發現醫師很親切 重點是技術很好 當時我的牙齒因為蛀牙太嚴重結果吃東西就牙齒斷掉一大半 (而且還是前面的牙齒)一般的診所一定會說沒辦法補要直接作假牙 但梁醫生幫我把牙齒補回去了 而且跟真牙一模一樣 之後一直到現在我還在那裡治療其他牙齒 每次去都心情都好輕鬆 完全沒有壓力 也不會痛 現在的我很喜歡看牙醫
,【中醫藥聯盟】關心您.. 「康碩牙醫診所」，那是家小診所，只有一張診療椅，醫生也只有一個人，雖然小間，可是我覺得那個醫生人很好，會跟你聊天舒緩緊張的情緒。 而且我上次忘記帶錢包出門，他還沒有跟我收健保費，我還從他那邊拿了不少的牙膏、牙線、漱口水的。 我去年在那裡裝過一次假牙，那時候裝一顆是4500，但是現在有沒有漲價我不太曉得，所以提供給你參考一下。 因為他是個小診所，所以一定要記得先打電話去預約，不要直接去，有可能會看不到喔！ 康碩牙醫診所： 中壢市中山東路一段76號 (往火車站的高架橋下來差不多一、兩百公尺) 預約電話：03-4515726 門診時間： 上午：9:00~12:00 下午：3:00~9:00 周日上午9:00~12:00 每週三及國定假日全天休診 參考資料 http://tw.knowledge.yahoo.com/question/question?qid=1007122902454
,我都ㄑ逢良牙醫診所. 中壢市新中北路97號. 03-4663569 (中原大學附近)看牙_醫生人很客氣有問必答.看診細心.設備也很新進!
,"我個人超推薦: 中壢超品牙醫 牙齒美白,植牙矯正等服務 03-4928869 中壢超品牙醫 牙齒美白,植牙矯正等服務 03-4928869 桃園縣中壢市桃園縣中壢市中央西路二段127號 很多人給他的評價都很好… 而且，他人多到，要等好幾天呢… 所以記得早幾天打電話去預掛喔! 祝你早日康復喔:) 參考資料 自己親身經驗^^"
,中壢高中(陸橋附近)有個超品牙醫 還不錯 ˇˇ
,我推薦 我去過，是一家很好但收費合理的診所 裡面的牙醫都是台大畢業的 李明純 陽光聯合牙醫 03-316-1196 桃園縣中壢市經國路234號
,沒有吧，醫術好最重要吧!!! 我推薦 我去過，是一家很好但收費合理的診所 裡面的牙醫都是台大畢業的 李明純 陽光聯合牙醫 03-316-1196 桃園縣中壢市經國路234號
